pedestrian,319,570,22,47
pedestrian,398,674,30,59
pedestrian,616,345,12,27
pedestrian,599,352,13,27
pedestrian,172,600,25,47
pedestrian,1159,650,19,41
pedestrian,643,350,14,27
people,118,653,26,42
people,942,496,20,32
people,814,483,18,30
people,532,438,19,28
people,426,633,40,52
people,396,674,29,51
car,817,411,80,32
car,707,410,76,32
car,626,432,80,33
car,238,520,75,67
car,468,272,37,21
car,647,292,44,25
car,688,298,42,21
car,329,690,71,62
car,768,429,85,32
car,610,288,41,26
car,629,335,29,34
car,467,328,46,19
car,693,315,63,23
car,412,282,44,20
car,664,333,31,34
car,703,334,34,34
car,633,293,36,22
car,565,279,52,26
car,793,347,62,30
car,930,400,106,45
van,588,332,29,35
van,485,329,50,30
van,536,331,34,35
van,531,656,39,69
van,931,404,112,42
van,580,278,45,28
truck,398,478,93,99
truck,931,399,109,47
bus,976,510,71,68
motor,533,565,28,40
motor,120,669,29,46
motor,347,471,41,35
motor,396,682,30,55
motor,423,637,48,77
motor,936,509,38,27
motor,519,448,40,24
motor,350,321,17,23
motor,319,389,24,27
motor,407,455,41,29
motor,804,494,47,24
motor,1141,610,58,32
