pedestrian,1275,942,48,97
pedestrian,1414,191,43,39
pedestrian,1312,897,48,69
bicycle,235,222,48,62
car,1025,640,114,89
car,1174,536,112,90
car,800,782,117,96
car,330,547,82,108
car,1487,337,101,84
car,95,130,108,119
car,1368,433,102,99
car,886,485,121,96
car,1098,358,123,91
car,146,51,95,110
car,339,398,124,144
car,260,927,120,89
car,1552,403,123,79
car,485,1,77,84
car,1435,1,123,63
car,382,2,91,100
car,948,270,121,78
car,1593,40,117,101
van,283,278,96,106
van,30,703,88,93
truck,615,96,145,183
bus,684,642,223,167
motor,562,708,40,37
motor,1185,288,48,38
motor,1669,320,68,55
motor,744,550,41,29
motor,806,524,37,25
motor,396,688,48,65
motor,398,550,40,43
motor,1506,434,31,39
motor,417,721,34,36
motor,291,833,39,31
