pedestrian,697,1164,64,142
pedestrian,806,903,45,107
pedestrian,380,673,53,105
pedestrian,518,292,23,52
pedestrian,2453,843,95,234
pedestrian,869,917,56,131
pedestrian,1263,1258,71,149
pedestrian,508,481,43,78
pedestrian,1055,406,25,56
pedestrian,1881,396,29,62
pedestrian,735,1128,62,137
pedestrian,2602,609,49,89
pedestrian,2551,904,69,127
pedestrian,2305,1206,83,160
pedestrian,1863,401,27,55
pedestrian,2563,724,58,98
pedestrian,878,562,39,79
pedestrian,1390,708,46,93
pedestrian,2563,421,28,50
pedestrian,1106,492,38,61
pedestrian,435,642,41,78
pedestrian,1437,421,36,60
pedestrian,168,481,32,73
pedestrian,195,483,25,70
pedestrian,1225,1309,78,146
people,841,1284,70,109
people,69,1201,74,120
people,1299,978,59,101
people,894,1082,63,109
people,434,643,40,74
people,671,825,51,101
people,962,938,55,90
people,878,560,39,70
people,597,258,23,43
people,1652,1324,95,150
people,1106,947,63,111
people,2004,1242,75,127
people,1615,569,46,79
people,1404,543,30,69
people,1337,1077,61,101
people,2355,727,53,89
people,530,718,51,89
people,447,508,39,72
people,1243,1248,90,190
people,1440,419,31,61
people,1269,986,49,97
people,2524,474,37,65
people,1445,681,43,80
bicycle,27,1241,173,110
bicycle,1028,1142,60,94
bicycle,1094,987,98,85
bicycle,673,851,52,101
bicycle,1382,582,61,45
bicycle,2268,818,51,92
bicycle,2459,481,52,53
bicycle,1990,1239,94,152
bicycle,514,510,40,58
bicycle,1454,712,37,67
bicycle,1423,449,59,37
bicycle,1864,415,35,46
bicycle,442,518,54,68
car,510,577,135,118
car,671,608,181,129
car,994,598,247,102
car,412,421,182,93
car,1903,519,201,82
car,711,381,103,84
car,1329,608,242,106
car,1078,462,195,75
car,182,400,183,73
car,1129,694,266,108
car,671,330,68,64
car,2171,402,105,73
car,2269,434,130,75
car,370,1253,295,252
car,2263,361,96,73
car,2088,384,105,73
car,1069,814,227,131
car,860,777,250,143
car,1652,322,111,52
car,496,212,60,57
car,2185,350,113,58
car,2335,330,71,67
car,433,1003,345,198
car,2264,320,101,57
van,1476,326,68,53
motor,2350,744,57,89
motor,524,738,56,81
motor,877,1099,96,117
motor,2101,1034,81,132
motor,596,269,27,44
motor,424,673,56,68
motor,881,576,40,72
motor,1278,1010,112,92
motor,1598,580,77,79
motor,669,844,58,107
motor,2001,1244,81,146
motor,804,1326,159,120
motor,1634,1348,128,160
motor,2607,1205,65,122
motor,597,199,23,37
motor,1329,1101,106,113
motor,1447,700,41,80
motor,2269,820,51,91
motor,1224,1297,111,174
