pedestrian,58,75,30,26
pedestrian,54,299,26,45
pedestrian,72,299,25,43
car,1033,731,127,64
car,784,736,126,69
car,475,298,63,103
car,939,538,127,55
car,188,611,118,59
car,1218,723,124,64
car,219,731,130,62
car,1741,335,118,136
car,1606,713,117,69
car,1434,734,125,70
car,1610,809,128,62
car,1195,526,130,63
car,1137,370,146,64
car,1794,534,107,55
car,1844,370,59,109
van,572,41,57,105
truck,954,120,62,110
bus,656,600,227,88
motor,278,882,48,30
motor,722,1006,31,44
motor,460,941,35,35
motor,831,481,39,33
motor,887,479,36,29
motor,472,456,41,57
motor,1334,496,49,25
motor,572,536,45,29
motor,546,320,35,38
motor,54,867,62,38
