pedestrian,326,553,32,65
pedestrian,1645,645,37,70
pedestrian,949,387,11,25
pedestrian,361,540,24,60
pedestrian,375,548,24,57
pedestrian,529,753,45,83
pedestrian,1212,463,21,41
pedestrian,1012,388,14,26
people,1608,708,38,59
people,530,751,40,77
people,741,646,38,66
car,768,503,65,55
car,602,642,109,103
car,781,421,46,44
car,847,689,102,104
car,405,421,73,36
car,713,456,53,53
car,497,396,77,38
car,594,537,97,80
car,305,446,118,48
van,593,532,85,78
van,716,453,51,53
van,947,350,22,27
van,1284,769,202,106
van,847,695,104,121
truck,951,531,87,114
tricycle,741,638,49,83
motor,527,780,42,81
motor,1604,730,49,71
motor,451,500,24,31
motor,1589,706,73,99
