pedestrian,2244,787,102,222
pedestrian,2487,804,64,115
pedestrian,2186,854,60,122
pedestrian,697,497,33,76
pedestrian,2349,838,60,128
pedestrian,2472,572,40,90
pedestrian,758,324,23,56
pedestrian,333,705,55,101
pedestrian,558,1129,63,115
pedestrian,922,1192,60,131
pedestrian,610,1081,60,126
pedestrian,2236,459,33,67
pedestrian,1850,363,28,49
pedestrian,182,761,43,98
pedestrian,1694,1350,83,136
pedestrian,1283,402,33,61
pedestrian,373,306,24,52
pedestrian,1746,1051,67,99
pedestrian,1717,382,23,51
pedestrian,1959,308,27,46
pedestrian,344,311,25,54
pedestrian,1839,1244,84,169
pedestrian,1706,1256,67,121
people,1727,511,44,76
people,518,478,34,60
people,740,569,45,73
people,900,459,44,66
people,417,290,29,49
people,1750,1053,67,97
people,1521,1151,68,108
people,341,1163,71,113
people,1242,533,38,78
people,1246,686,43,89
people,1106,774,55,94
people,218,605,45,82
people,1652,1047,72,116
people,1654,1201,78,109
people,1848,1246,78,124
people,2282,458,32,56
people,1226,547,39,72
people,343,755,47,89
people,1213,742,35,65
people,1718,379,24,57
bicycle,1705,543,91,58
bicycle,727,600,92,54
bicycle,1727,1075,96,114
bicycle,1207,577,98,56
bicycle,1631,1067,96,116
bicycle,1204,777,43,67
bicycle,1708,1271,79,104
bicycle,764,647,115,69
bicycle,1847,378,34,39
bicycle,1697,396,32,43
bicycle,1255,700,41,77
bicycle,2212,803,170,235
bicycle,2481,415,51,62
bicycle,348,314,25,47
car,256,480,159,99
car,822,552,229,100
car,55,435,197,81
car,1287,583,218,93
car,554,632,204,131
car,505,327,73,64
car,1951,461,142,79
car,455,730,145,167
car,1917,365,94,66
car,2098,395,107,67
car,546,377,105,84
car,1997,381,100,64
car,2081,338,89,67
car,2247,333,81,56
car,318,210,66,58
car,516,926,325,158
car,714,766,252,135
car,1491,300,118,59
car,2028,326,86,59
car,2148,310,78,60
car,2489,296,83,55
van,1328,310,60,52
truck,992,684,273,124
tricycle,343,769,57,95
tricycle,357,171,40,53
motor,517,501,43,56
motor,876,479,92,60
motor,1520,1170,73,115
motor,426,317,33,45
motor,342,1177,80,144
motor,2274,473,39,58
motor,1106,791,65,88
motor,379,317,25,44
motor,224,622,43,76
motor,346,319,26,48
motor,2530,550,86,54
motor,1845,1260,80,139
motor,1642,1208,98,120
motor,582,848,59,105
