pedestrian,100,877,70,140
pedestrian,2056,808,63,121
pedestrian,1790,970,60,140
pedestrian,54,383,37,76
pedestrian,1417,243,26,54
pedestrian,2028,680,58,121
pedestrian,2126,417,38,82
pedestrian,1779,715,44,94
pedestrian,1107,580,40,85
pedestrian,1656,169,32,45
pedestrian,2013,305,31,72
pedestrian,2187,215,24,53
pedestrian,1037,570,43,92
pedestrian,986,286,36,54
pedestrian,1476,249,28,49
people,772,1346,105,137
people,1554,922,61,104
people,1430,869,53,89
people,951,414,38,79
people,1374,468,45,84
people,165,538,36,76
people,1156,486,44,85
people,804,490,37,69
people,72,475,41,76
people,1614,727,46,102
people,1103,665,42,81
bicycle,739,1399,184,108
bicycle,1361,498,85,64
bicycle,58,504,76,77
bicycle,1429,887,59,114
bicycle,139,568,94,64
bicycle,1156,510,59,80
bicycle,792,511,62,69
bicycle,939,447,60,60
bicycle,1398,260,31,42
bicycle,694,478,53,74
bicycle,1612,738,49,107
bicycle,1773,727,50,104
bicycle,6,19,23,45
bicycle,1411,269,37,42
bicycle,1751,679,48,83
bicycle,1103,671,44,89
bicycle,1832,680,56,98
car,0,602,150,163
car,86,414,195,107
car,1697,314,117,82
car,251,562,221,138
car,269,860,311,195
car,196,282,121,87
car,1682,235,95,70
car,1871,200,85,69
car,146,225,82,73
car,1766,191,84,70
car,353,707,279,148
car,1609,218,86,69
car,662,596,263,127
car,1768,147,85,52
car,1185,166,116,58
car,1694,181,94,57
car,2026,107,63,44
car,2138,139,75,55
van,1765,188,87,71
van,0,604,152,173
motor,1553,936,64,125
motor,1173,1291,168,173
motor,938,569,50,84
motor,137,561,90,75
motor,1897,456,40,65
motor,1426,891,61,113
motor,7,25,21,42
motor,0,1181,60,168
motor,1037,576,43,86
