pedestrian,722,329,40,83
pedestrian,602,327,39,82
pedestrian,510,298,26,55
pedestrian,26,487,56,75
pedestrian,648,329,36,74
pedestrian,528,306,27,50
pedestrian,483,295,35,58
people,642,570,65,98
people,611,684,69,115
people,1068,351,38,71
people,20,483,56,89
car,962,292,104,94
car,866,256,106,100
car,1146,73,39,31
car,1140,118,47,45
car,1305,122,43,33
car,706,77,76,35
truck,970,297,99,102
tricycle,1062,345,56,91
motor,611,596,120,80
motor,561,717,140,111
motor,4,512,114,70
motor,759,158,32,31
motor,476,318,45,37
motor,1127,54,10,16
