pedestrian,1486,142,29,75
pedestrian,640,8,16,26
people,742,56,20,35
bicycle,1603,751,45,52
bicycle,1395,101,40,37
car,1176,482,117,82
car,1036,131,75,115
car,1236,299,104,54
car,1003,283,54,108
car,783,552,55,115
car,1637,659,109,102
car,930,165,53,111
car,954,1,51,68
car,1287,367,136,61
car,846,413,58,122
car,967,825,54,115
car,401,466,109,49
car,1658,591,114,52
car,1451,377,105,52
car,864,870,55,112
car,956,572,52,101
car,93,468,123,51
car,259,462,123,55
car,1788,645,98,115
car,832,0,61,42
car,1727,674,98,105
van,1210,14,88,54
truck,1382,738,117,58
motor,615,536,41,33
motor,1138,272,30,33
motor,741,62,22,38
motor,1072,719,25,44
motor,1165,319,43,31
motor,1119,986,26,47
motor,1343,298,39,25
motor,983,453,21,36
motor,1607,745,41,59
motor,1184,258,34,26
