pedestrian,593,298,25,58
pedestrian,893,338,41,82
pedestrian,826,336,34,73
pedestrian,784,342,41,80
pedestrian,616,312,27,53
pedestrian,570,291,24,51
pedestrian,432,460,52,76
people,230,519,62,101
people,431,456,47,81
people,263,655,76,111
people,362,569,66,102
people,1179,350,40,79
people,1179,365,30,51
bicycle,208,563,129,73
car,1074,296,105,95
car,1243,100,48,39
car,978,257,104,98
car,1233,154,56,48
car,1429,94,36,34
car,1385,24,28,23
car,1387,5,25,17
van,1232,154,59,50
tricycle,1174,355,53,87
motor,332,592,122,87
motor,409,489,106,62
motor,225,687,134,103
motor,210,555,100,88
motor,558,318,35,40
